[0.0801636, -0.069743395], Expected: 2, Guessed: 2
[-0.7155973, 0.40713918], Expected: 1, Guessed: 1
[0.51596045, -0.33602774], Expected: 0, Guessed: 0
[0.53007376, -0.4356259], Expected: 0, Guessed: 0
[0.6282083, -0.53555405], Expected: 0, Guessed: 0
[-0.6766846, 0.96746814], Expected: 3, Guessed: 3
[0.4816059, 0.01919794], Expected: 2, Guessed: 1
[-0.6626847, 0.11408317], Expected: 1, Guessed: 1
[-0.7959473, 0.6449032], Expected: 1, Guessed: 1
[-0.5637982, 0.12541449], Expected: 1, Guessed: 1
[0.0017089844, -0.36481404], Expected: 2, Guessed: 3
[-0.82422423, 0.5218352], Expected: 1, Guessed: 1
[0.46561992, 0.600948], Expected: 1, Guessed: 1
[-0.22066772, -0.9609891], Expected: 3, Guessed: 0
[0.67766273, 0.59893215], Expected: 0, Guessed: 0
[0.49961507, -0.47449064], Expected: 1, Guessed: 1
[-0.9477873, -0.61815405], Expected: 3, Guessed: 3
[-0.14251041, 0.23787081], Expected: 0, Guessed: 0
[-0.6854712, 0.8197812], Expected: 1, Guessed: 1
[0.42620325, -0.9241719], Expected: 1, Guessed: 1
[0.16323006, -0.24129486], Expected: 1, Guessed: 1
[-0.094014764, 0.05113685], Expected: 3, Guessed: 3
[-0.63067913, -0.6146345], Expected: 1, Guessed: 1
[-0.21273446, -0.21319222], Expected: 0, Guessed: 0
[-0.76377404, -0.44681776], Expected: 1, Guessed: 1
[0.29332256, 0.4841987], Expected: 1, Guessed: 1
[-0.5763259, 0.8909869], Expected: 1, Guessed: 1
[0.16725922, 0.6144308], Expected: 1, Guessed: 1
[-0.40627873, 0.17245066], Expected: 0, Guessed: 0
[-0.35230637, 0.7852105], Expected: 0, Guessed: 0
[0.67168355, -0.91838455], Expected: 2, Guessed: 0
[0.36751652, 0.6578858], Expected: 1, Guessed: 1
[-0.23853648, -0.21176267], Expected: 0, Guessed: 0
[-0.6031778, -0.5478015], Expected: 1, Guessed: 1
[-0.021852136, 0.6710676], Expected: 3, Guessed: 3
[0.002272606, -0.8562616], Expected: 2, Guessed: 3
[-0.7434609, 0.029372811], Expected: 3, Guessed: 3
[0.45949697, -0.2461791], Expected: 1, Guessed: 1
[-0.8105897, -0.95918345], Expected: 3, Guessed: 3
[0.2627704, 0.63191485], Expected: 1, Guessed: 1
[-0.6980617, 0.8014411], Expected: 1, Guessed: 1
[0.9384655, -0.028396964], Expected: 2, Guessed: 2
[-0.93156266, 0.67128086], Expected: 3, Guessed: 3
[0.27821457, 0.27339125], Expected: 1, Guessed: 1
[-0.8551167, 0.9037566], Expected: 3, Guessed: 3
[-0.16181564, -0.48126197], Expected: 0, Guessed: 0
[-0.52226686, 0.6213242], Expected: 1, Guessed: 1
[-0.042574048, 0.55299973], Expected: 3, Guessed: 3
[-0.560573, 0.48303604], Expected: 1, Guessed: 1
[-0.93274283, -0.14969039], Expected: 3, Guessed: 3
[0.24813807, -0.85290706], Expected: 1, Guessed: 1
[0.71262276, 0.3667779], Expected: 0, Guessed: 0
[-0.5004612, -0.9552268], Expected: 3, Guessed: 1
[0.28421044, 0.6520585], Expected: 1, Guessed: 1
[-0.45148492, -0.36079204], Expected: 0, Guessed: 0
[0.046836495, -0.4881966], Expected: 2, Guessed: 2
[-0.86291003, -0.26253426], Expected: 1, Guessed: 3
[0.5065932, -0.8204205], Expected: 0, Guessed: 1
[0.51077724, 0.45771575], Expected: 0, Guessed: 1
[0.6290463, 0.7074714], Expected: 0, Guessed: 0
[0.26986217, 0.93148303], Expected: 2, Guessed: 2
[0.8272104, -0.18289828], Expected: 2, Guessed: 2
[0.3666674, -0.042901516], Expected: 2, Guessed: 2
[-0.8138052, -0.87931275], Expected: 3, Guessed: 3
[0.51789975, -0.26649344], Expected: 0, Guessed: 0
[0.06762922, -0.06522858], Expected: 2, Guessed: 2
[-0.5828495, -0.9809717], Expected: 3, Guessed: 1
[-0.69117546, 0.03346443], Expected: 3, Guessed: 3
[0.6022316, -0.99088824], Expected: 2, Guessed: 0
[-0.25207448, 0.94562006], Expected: 3, Guessed: 3
[-0.21776593, 0.748448], Expected: 0, Guessed: 0
[-0.90284276, 0.7699311], Expected: 3, Guessed: 3
[-0.48180723, -0.26979518], Expected: 0, Guessed: 0
[0.36296654, 0.09816885], Expected: 1, Guessed: 1
[0.06848395, 0.6389433], Expected: 2, Guessed: 2
[-0.5329907, -0.70923495], Expected: 1, Guessed: 1
[0.17627668, 0.020664096], Expected: 2, Guessed: 2
[-0.3706478, 0.98788416], Expected: 3, Guessed: 3
[-0.1565417, 0.47626984], Expected: 0, Guessed: 0
[-0.10997975, 0.9665947], Expected: 3, Guessed: 3
[-0.5133455, -0.85731804], Expected: 1, Guessed: 1
[-0.8965318, -0.96953523], Expected: 3, Guessed: 3
[-0.87926745, -0.47571647], Expected: 1, Guessed: 3
[-0.63975215, 0.9579145], Expected: 3, Guessed: 3
[0.7091985, 0.84793663], Expected: 0, Guessed: 0
[0.36992812, 0.21220803], Expected: 1, Guessed: 1
[0.93614316, -0.8745835], Expected: 2, Guessed: 2
[-0.5407399, 0.35758376], Expected: 1, Guessed: 1
[0.2990526, 0.011871219], Expected: 2, Guessed: 2
[-0.13898301, -0.6825336], Expected: 0, Guessed: 0
[-0.464669, -0.25177097], Expected: 0, Guessed: 0
[-0.46556604, -0.20700908], Expected: 0, Guessed: 0
[0.448493, -0.72400725], Expected: 1, Guessed: 1
[0.2915659, -0.46952665], Expected: 1, Guessed: 1
[0.6946182, 0.7274616], Expected: 0, Guessed: 0
[-0.78975034, 0.5384811], Expected: 1, Guessed: 1
[0.059028745, 0.5422466], Expected: 1, Guessed: 2
[0.6800288, 0.8185811], Expected: 0, Guessed: 0
[0.26170492, 0.46739805], Expected: 1, Guessed: 1
[0.7199434, 0.35466075], Expected: 0, Guessed: 0
[0.97339046, -0.40483785], Expected: 2, Guessed: 0
[-0.024651766, -0.1737808], Expected: 3, Guessed: 3
[0.12962544, 0.7172457], Expected: 1, Guessed: 1
[0.87496555, -0.7502911], Expected: 2, Guessed: 0
[0.95526373, 0.8716074], Expected: 2, Guessed: 2
[-0.5794667, -0.8563508], Expected: 1, Guessed: 1
[-0.4531412, 0.67762446], Expected: 0, Guessed: 0
[-0.11773574, -0.8511596], Expected: 3, Guessed: 0
[0.12532282, -0.5453733], Expected: 1, Guessed: 1
[-0.04230249, 0.7618561], Expected: 3, Guessed: 3
[-0.08156335, -0.8398489], Expected: 3, Guessed: 3
[-0.32550478, -0.9384191], Expected: 3, Guessed: 0
[-0.6546744, 0.7369821], Expected: 1, Guessed: 1
[-0.78436637, -0.7153189], Expected: 1, Guessed: 1
[-0.93264854, -0.20250583], Expected: 3, Guessed: 3
[-0.06416416, -0.24746907], Expected: 3, Guessed: 3
[-0.61226773, 0.88165593], Expected: 1, Guessed: 1
[-0.080170155, -0.95843065], Expected: 3, Guessed: 3
[0.30251443, -0.61083496], Expected: 1, Guessed: 1
[-0.41384017, -0.85019004], Expected: 0, Guessed: 0
[0.6365161, -0.7992884], Expected: 0, Guessed: 0
[-0.0738399, -0.37093294], Expected: 0, Guessed: 0
[0.5789708, 0.8687022], Expected: 0, Guessed: 0
[-0.87109256, -0.23361182], Expected: 3, Guessed: 3
[0.5355332, 0.8805553], Expected: 0, Guessed: 0
[-0.49669027, 0.6064738], Expected: 0, Guessed: 1
[0.5380298, 0.09079647], Expected: 0, Guessed: 0
[0.97306275, 0.26303077], Expected: 2, Guessed: 2
[0.034026623, -0.8992239], Expected: 2, Guessed: 2
[-0.024673104, 0.08081663], Expected: 3, Guessed: 3
[-0.72057784, -0.33770597], Expected: 1, Guessed: 1
[0.60723054, 0.94759023], Expected: 2, Guessed: 2
[0.87453926, -0.47461283], Expected: 0, Guessed: 0
[-0.6154858, -0.26141953], Expected: 1, Guessed: 1
[0.34454918, -0.6210923], Expected: 1, Guessed: 1
[-0.66612136, -0.51609623], Expected: 1, Guessed: 1
[0.72671497, -0.6105721], Expected: 0, Guessed: 0
[-0.55379164, 0.51639485], Expected: 1, Guessed: 1
[0.5793419, -0.52014685], Expected: 0, Guessed: 0
[-0.83560336, 0.37456572], Expected: 1, Guessed: 1
[0.8911698, -0.03946948], Expected: 2, Guessed: 2
[-0.25917876, 0.55014133], Expected: 0, Guessed: 0
[0.297202, -0.10447669], Expected: 1, Guessed: 2
[0.43069243, -0.114641786], Expected: 1, Guessed: 1
[-0.41918135, -0.9758078], Expected: 3, Guessed: 0
[-0.17515743, 0.30171442], Expected: 0, Guessed: 0
[-0.52305233, -0.061302662], Expected: 1, Guessed: 1
[0.6866324, 0.99514496], Expected: 2, Guessed: 2
[0.6327461, -0.77686155], Expected: 0, Guessed: 0
[-0.25866508, 0.83493054], Expected: 0, Guessed: 0
[0.6076429, 0.4776796], Expected: 0, Guessed: 0
[-0.44729543, 0.6835414], Expected: 0, Guessed: 0
[0.91191304, 0.5752983], Expected: 0, Guessed: 0
[0.27177954, 0.09684813], Expected: 2, Guessed: 2
[0.23164022, 0.53014636], Expected: 1, Guessed: 1
[0.2998662, 0.40969646], Expected: 1, Guessed: 1
[-0.36130822, -0.6984409], Expected: 0, Guessed: 0
[0.19495785, 0.7580278], Expected: 1, Guessed: 1
[0.23912036, 0.429376], Expected: 1, Guessed: 1
[-0.82638836, -0.010967016], Expected: 3, Guessed: 3
[-0.5945687, 0.2136041], Expected: 1, Guessed: 1
[0.80488336, -0.32497668], Expected: 0, Guessed: 0
[0.53186667, 0.23992312], Expected: 0, Guessed: 0
[-0.2731229, -0.7591895], Expected: 0, Guessed: 0
[-0.25705147, 0.34377944], Expected: 0, Guessed: 0
[-0.011373758, -0.6393347], Expected: 3, Guessed: 3
[0.8009634, 0.9376919], Expected: 2, Guessed: 2
[-0.23952341, 0.7578896], Expected: 0, Guessed: 0
[-0.24394536, -0.7569233], Expected: 0, Guessed: 0
[-0.72379863, -0.017539144], Expected: 3, Guessed: 3
[0.8525603, -0.98024845], Expected: 2, Guessed: 2
[0.8623394, 0.9410944], Expected: 2, Guessed: 2
[0.56791985, 0.42995775], Expected: 0, Guessed: 0
[-0.5514827, 0.3566997], Expected: 1, Guessed: 1
[0.16780138, 0.6721306], Expected: 1, Guessed: 1
[0.99190104, -0.9559194], Expected: 2, Guessed: 2
[-0.9037117, 0.8418907], Expected: 3, Guessed: 3
[-0.47428596, 0.16562247], Expected: 0, Guessed: 0
[0.19746625, -0.60078704], Expected: 1, Guessed: 1
[-0.92642486, -0.60936046], Expected: 1, Guessed: 3
[0.030256867, 0.82310367], Expected: 2, Guessed: 2
[0.25704348, -0.80272627], Expected: 1, Guessed: 1
[-0.7311741, -0.8937458], Expected: 3, Guessed: 1
[-0.8566884, 0.15487695], Expected: 3, Guessed: 3
[0.78453374, 0.17620683], Expected: 0, Guessed: 0
[0.5947764, 0.7924259], Expected: 0, Guessed: 0
[-0.07833052, -0.9730762], Expected: 3, Guessed: 3
[0.23482776, -0.8642756], Expected: 2, Guessed: 1
[0.67879605, 0.11197126], Expected: 0, Guessed: 0
[0.058445334, -0.11977255], Expected: 2, Guessed: 2
[-0.0075894594, -0.39933002], Expected: 3, Guessed: 3
[0.8971727, 0.8107587], Expected: 2, Guessed: 2
[0.62297094, 0.55069494], Expected: 0, Guessed: 0
[-0.6179348, 0.99399376], Expected: 3, Guessed: 3
[-0.17036629, -0.5699028], Expected: 0, Guessed: 0
[0.0028676987, -0.37968504], Expected: 2, Guessed: 3
[-0.81503654, -0.8397732], Expected: 3, Guessed: 3
[0.38579535, 0.48082447], Expected: 1, Guessed: 1
[0.6513988, 0.7864324], Expected: 0, Guessed: 0
[0.3359394, -0.08859992], Expected: 1, Guessed: 2
[-0.92443717, 0.7598611], Expected: 3, Guessed: 3
[-0.37515724, -0.24650288], Expected: 0, Guessed: 0
[-0.7559333, 0.7815509], Expected: 1, Guessed: 1
[0.34174466, -0.7380743], Expected: 1, Guessed: 1
[0.8059572, -0.7240479], Expected: 0, Guessed: 0
[-0.95777464, 0.8803531], Expected: 3, Guessed: 3
[-0.045626283, -0.71207786], Expected: 3, Guessed: 3
[0.37556088, -0.9907037], Expected: 2, Guessed: 1
[-0.44350636, -0.6957557], Expected: 0, Guessed: 0
[0.58835113, 0.06865537], Expected: 0, Guessed: 0
[0.24092233, 0.9632237], Expected: 2, Guessed: 2
[0.8044963, -0.2765963], Expected: 0, Guessed: 0
[-0.85897934, 0.5155488], Expected: 1, Guessed: 1
[0.56919, 0.6691662], Expected: 0, Guessed: 0
[0.9282216, -0.67573345], Expected: 2, Guessed: 0
[0.39734948, 0.09259498], Expected: 1, Guessed: 1
[-0.64064467, -0.36445713], Expected: 1, Guessed: 1
[-0.65385175, -0.7855438], Expected: 1, Guessed: 1
[0.74585354, -0.28473663], Expected: 0, Guessed: 0
[0.57962966, -0.76780283], Expected: 0, Guessed: 0
[0.0011193752, -0.4638965], Expected: 2, Guessed: 3
[0.9345796, -0.29927778], Expected: 2, Guessed: 0
[0.7373017, -0.77163947], Expected: 0, Guessed: 0
[0.33602512, 0.77869415], Expected: 1, Guessed: 1
[0.2973925, -0.9052657], Expected: 2, Guessed: 1
[-0.9658004, 0.8326584], Expected: 3, Guessed: 3
[-0.31257212, -0.8402513], Expected: 0, Guessed: 0
[-0.1898166, 0.2986734], Expected: 0, Guessed: 0
[0.71233284, 0.9102776], Expected: 2, Guessed: 2
[-0.92650723, 0.27318943], Expected: 3, Guessed: 3
[0.8445357, -0.57744575], Expected: 0, Guessed: 0
[-0.01824975, -0.47983134], Expected: 3, Guessed: 3
[0.62512016, 0.7072511], Expected: 0, Guessed: 0
[-0.03846383, -0.92536116], Expected: 3, Guessed: 3
[0.9024178, 0.48810685], Expected: 0, Guessed: 0
[-0.80681324, -0.31495452], Expected: 1, Guessed: 1
[0.6732762, 0.31778443], Expected: 0, Guessed: 0
[0.4144839, 0.4151764], Expected: 1, Guessed: 1
[0.4597274, 0.8900672], Expected: 1, Guessed: 1
[0.75396574, -0.07541084], Expected: 2, Guessed: 2
[0.31162596, -0.50072587], Expected: 1, Guessed: 1
[0.96029365, -0.47585368], Expected: 2, Guessed: 0
[0.98847926, -0.8987093], Expected: 2, Guessed: 2
[-0.6326736, 0.9764726], Expected: 3, Guessed: 3
[-0.51313937, 0.5275152], Expected: 1, Guessed: 1
[0.02409625, 0.25215113], Expected: 2, Guessed: 2
[0.7204275, -0.31880665], Expected: 0, Guessed: 0
[-0.29515862, -0.21020555], Expected: 0, Guessed: 0
[0.23586905, -0.50079274], Expected: 1, Guessed: 1
[0.8579433, 0.12652624], Expected: 2, Guessed: 2
[0.7995299, 0.9917766], Expected: 2, Guessed: 2
[0.09663367, 0.6058961], Expected: 1, Guessed: 1
[-0.513291, -0.41562283], Expected: 1, Guessed: 1
[-0.49750626, -0.0698899], Expected: 0, Guessed: 0
[-0.4493457, -0.506642], Expected: 0, Guessed: 0
[0.010152936, 0.9561807], Expected: 2, Guessed: 3
[0.3742888, 0.08839488], Expected: 1, Guessed: 1
[0.45452726, -0.14902389], Expected: 1, Guessed: 1
[0.7791407, -0.34355366], Expected: 0, Guessed: 0
[-0.24199557, 0.68417215], Expected: 0, Guessed: 0
[-0.021463394, -0.88509333], Expected: 3, Guessed: 3
[0.2630037, 0.0730623], Expected: 2, Guessed: 2
[-0.35721648, 0.8640897], Expected: 0, Guessed: 0
[0.7053983, 0.5775696], Expected: 0, Guessed: 0
[0.5510359, 0.8651451], Expected: 0, Guessed: 0
[-0.112288, -0.68760276], Expected: 0, Guessed: 0
[0.8272518, -0.6705847], Expected: 0, Guessed: 0
[0.14036524, 0.48706615], Expected: 1, Guessed: 1
[-0.98319054, -0.83428204], Expected: 3, Guessed: 3
[0.32838368, 0.25088823], Expected: 1, Guessed: 1
[0.5079191, 0.015970826], Expected: 2, Guessed: 0
[0.9249662, 0.9122188], Expected: 2, Guessed: 2
[-0.17886281, 0.68612075], Expected: 0, Guessed: 0
[0.7684716, 0.07940245], Expected: 2, Guessed: 2
[-0.10447323, 0.8238692], Expected: 3, Guessed: 3
[0.063296795, 0.9506693], Expected: 2, Guessed: 2
[-0.9630048, 0.48885238], Expected: 3, Guessed: 3
[0.27662408, -0.56586254], Expected: 1, Guessed: 1
[0.040058732, 0.89262617], Expected: 2, Guessed: 2
[0.4021685, -0.76446486], Expected: 1, Guessed: 1
[-0.94309103, -0.95083785], Expected: 3, Guessed: 3
[0.9702127, -0.10495591], Expected: 2, Guessed: 2
[-0.99334264, 0.77197266], Expected: 3, Guessed: 3
[-0.17707193, -0.9731997], Expected: 3, Guessed: 0
[-0.836285, -0.31191075], Expected: 1, Guessed: 1
[0.46909916, 0.9123279], Expected: 1, Guessed: 1
[-0.4606346, 0.42481613], Expected: 0, Guessed: 0
[0.487949, -0.02394402], Expected: 2, Guessed: 1
[-0.19207215, 0.48160183], Expected: 0, Guessed: 0
[0.45415545, -0.46317554], Expected: 1, Guessed: 1
[-0.10707033, -0.44808912], Expected: 0, Guessed: 0
[0.9729141, -0.7500448], Expected: 2, Guessed: 2
[-0.4848863, -0.85971916], Expected: 0, Guessed: 1
[0.19388008, 0.65230703], Expected: 1, Guessed: 1
[0.6398574, -0.43430614], Expected: 0, Guessed: 0
[0.446082, -0.32374156], Expected: 1, Guessed: 1
[-0.99512434, -0.90186477], Expected: 3, Guessed: 3
[-0.9862194, -0.4574498], Expected: 3, Guessed: 3
[-0.050632954, -0.30887198], Expected: 3, Guessed: 3
[0.44830823, 0.36736822], Expected: 1, Guessed: 1
[-0.67624366, 0.10577476], Expected: 1, Guessed: 3
[-0.1429795, 0.57324123], Expected: 0, Guessed: 0
[-0.913169, -0.86571026], Expected: 3, Guessed: 3
[0.28267312, -0.12023902], Expected: 1, Guessed: 2
[-0.42243195, 0.99231017], Expected: 3, Guessed: 3
[-0.67884254, -0.47140527], Expected: 1, Guessed: 1
[0.69675934, -0.9651756], Expected: 2, Guessed: 2
[0.540143, -0.616256], Expected: 0, Guessed: 0
[-0.80563354, -0.058014393], Expected: 3, Guessed: 3
[-0.1453712, 0.71479166], Expected: 0, Guessed: 0
[0.8093257, 0.0062869787], Expected: 2, Guessed: 2
[-0.13222742, -0.4535215], Expected: 0, Guessed: 0
[-0.44252026, 0.6256963], Expected: 0, Guessed: 0
[-0.842036, -0.6728699], Expected: 1, Guessed: 3
[-0.55010664, -0.5312252], Expected: 1, Guessed: 1
[0.72853136, -0.12777364], Expected: 0, Guessed: 0
[0.31871772, 0.83417785], Expected: 1, Guessed: 1
[0.25853932, 0.77504194], Expected: 1, Guessed: 1
[0.23294711, -0.3088516], Expected: 1, Guessed: 1
[0.60691774, -0.90270543], Expected: 0, Guessed: 0
[0.73508, -0.12120187], Expected: 0, Guessed: 0
[-0.78598905, -0.33110917], Expected: 1, Guessed: 1
[0.38629556, 0.4855305], Expected: 1, Guessed: 1
[-0.1178987, -0.096835256], Expected: 3, Guessed: 3
[-0.032008886, -0.0424757], Expected: 3, Guessed: 3
[-0.05160594, -0.0052603483], Expected: 3, Guessed: 3
[-0.7216424, -0.16534054], Expected: 1, Guessed: 1
[0.42041254, 0.6898128], Expected: 1, Guessed: 1
[0.4422903, 0.92777324], Expected: 1, Guessed: 1
[-0.6639149, 0.6380329], Expected: 1, Guessed: 1
[-0.28920007, -0.6169318], Expected: 0, Guessed: 0
[-0.16842473, -0.5577599], Expected: 0, Guessed: 0
[-0.9170898, -0.51549935], Expected: 1, Guessed: 3
[0.32294834, 0.86441314], Expected: 1, Guessed: 1
[-0.009250283, -0.31405222], Expected: 3, Guessed: 3
[-0.7118399, -0.17325103], Expected: 1, Guessed: 1
[0.53037596, 0.61101925], Expected: 0, Guessed: 0
[0.6099206, 0.6256496], Expected: 0, Guessed: 0
[0.11125362, 0.38494647], Expected: 1, Guessed: 1
[-0.17469192, -0.4304844], Expected: 0, Guessed: 0
[0.28196788, -0.6483201], Expected: 1, Guessed: 1
[-0.7765875, 0.63092697], Expected: 1, Guessed: 1
[0.24561262, -0.93195605], Expected: 2, Guessed: 1
[-0.8821405, -0.10147178], Expected: 3, Guessed: 3
[0.113584876, 0.44969094], Expected: 1, Guessed: 1
[-0.8418859, -0.99149287], Expected: 3, Guessed: 3
[0.20067263, -0.528965], Expected: 1, Guessed: 1
[-0.12540495, 0.37097], Expected: 0, Guessed: 0
[-0.89194393, 0.19998789], Expected: 3, Guessed: 3
[-0.7983576, -0.9199612], Expected: 3, Guessed: 3
[0.47610474, 0.89104307], Expected: 1, Guessed: 1
[0.19437838, -0.23835158], Expected: 1, Guessed: 1
[-0.85115325, 0.98621094], Expected: 3, Guessed: 3
[0.03679335, 0.27956307], Expected: 2, Guessed: 2
[-0.85883915, 0.20787668], Expected: 3, Guessed: 3
[-0.5034361, 0.8540814], Expected: 1, Guessed: 1
[-0.16618896, 0.40248466], Expected: 0, Guessed: 0
[0.765991, -0.42848098], Expected: 0, Guessed: 0
[-0.13265336, -0.25306642], Expected: 0, Guessed: 0
[0.96811616, 0.95437264], Expected: 2, Guessed: 2
[0.4218433, -0.39516377], Expected: 1, Guessed: 1
[0.11385465, -0.14317143], Expected: 2, Guessed: 2
[-0.8550968, 0.367746], Expected: 1, Guessed: 1
[0.8624606, 0.7390195], Expected: 0, Guessed: 0
[-0.3540126, -0.40626895], Expected: 0, Guessed: 0
[-0.262367, 0.80339706], Expected: 0, Guessed: 0
[0.96294403, -0.37484837], Expected: 2, Guessed: 0
[0.44016755, -0.34868658], Expected: 1, Guessed: 1
[0.009763122, -0.50165856], Expected: 2, Guessed: 3
[-0.68842053, 0.29713857], Expected: 1, Guessed: 1
[-0.95245266, -0.37453318], Expected: 3, Guessed: 3
[-0.1408546, 0.47701204], Expected: 0, Guessed: 0
[-0.47082722, -0.38519347], Expected: 0, Guessed: 0
[0.35017705, -0.7181045], Expected: 1, Guessed: 1
[0.12905526, 0.28792667], Expected: 1, Guessed: 1
[0.902102, 0.9584708], Expected: 2, Guessed: 2
[0.79105496, -0.055115104], Expected: 2, Guessed: 2
[0.09644282, -0.85860896], Expected: 2, Guessed: 2
[0.64928544, -0.87794936], Expected: 0, Guessed: 0
[-0.928393, 0.34744573], Expected: 3, Guessed: 3
[0.6691557, 0.28803682], Expected: 0, Guessed: 0
[0.2253747, 0.973616], Expected: 2, Guessed: 2
[-0.17868483, 0.34447896], Expected: 0, Guessed: 0
[-0.71183205, -0.34971285], Expected: 1, Guessed: 1
[0.07248855, 0.5591166], Expected: 1, Guessed: 2
[-0.4010718, 0.11781943], Expected: 0, Guessed: 0
[0.018947959, 0.1842196], Expected: 2, Guessed: 2
[-0.8056885, -0.014734626], Expected: 3, Guessed: 3
[-0.30374026, -0.06450188], Expected: 3, Guessed: 3
[-0.14225781, -0.8834624], Expected: 3, Guessed: 0
[-0.9000716, -0.43686724], Expected: 1, Guessed: 3
[-0.10226202, -0.049718738], Expected: 3, Guessed: 3
[0.903839, 0.68159163], Expected: 0, Guessed: 0
[-0.75384223, -0.070141196], Expected: 3, Guessed: 3
[0.45642376, -0.011125445], Expected: 2, Guessed: 1
[-0.120803595, 0.19023311], Expected: 3, Guessed: 3
[0.58895516, -0.94464326], Expected: 2, Guessed: 0
[-0.25909543, -0.33360767], Expected: 0, Guessed: 0
[-0.661757, -0.5395937], Expected: 1, Guessed: 1
[-0.25419474, -0.5431763], Expected: 0, Guessed: 0
[-0.8494948, -0.42944765], Expected: 1, Guessed: 1
[-0.7098453, -0.6448302], Expected: 1, Guessed: 1
[0.30871713, 0.46157336], Expected: 1, Guessed: 1
[-0.47187793, -0.6303891], Expected: 0, Guessed: 0
[-0.4419378, 0.070108294], Expected: 0, Guessed: 0
[0.76847684, 0.35497773], Expected: 0, Guessed: 0
[0.5701194, -0.29385757], Expected: 0, Guessed: 0
[0.29934335, 0.8156165], Expected: 1, Guessed: 1
[0.89437556, -0.4398588], Expected: 0, Guessed: 0
[0.11454558, -0.117617965], Expected: 2, Guessed: 2
[-0.665045, -0.80192065], Expected: 1, Guessed: 1
[0.0375942, -0.53417194], Expected: 2, Guessed: 2
[-0.2681427, 0.56078005], Expected: 0, Guessed: 0
[0.04229343, -0.16302788], Expected: 2, Guessed: 2
[0.42140436, 0.38374126], Expected: 1, Guessed: 1
[-0.14265561, -0.75956047], Expected: 0, Guessed: 0
[-0.76674736, 0.84910655], Expected: 1, Guessed: 3
[0.7025199, -0.38787985], Expected: 0, Guessed: 0
[-0.18434298, -0.3019563], Expected: 0, Guessed: 0
[-0.99643075, 0.7206969], Expected: 3, Guessed: 3
[0.9623952, -0.09884429], Expected: 2, Guessed: 2
[0.7207986, -0.09818828], Expected: 2, Guessed: 0
[0.0708251, 0.64455855], Expected: 2, Guessed: 2
[-0.6676549, 0.48372567], Expected: 1, Guessed: 1
[0.049151063, -0.91593623], Expected: 2, Guessed: 2
[-0.8511449, 0.6488744], Expected: 1, Guessed: 1
[-0.8984188, 0.699885], Expected: 1, Guessed: 3
[0.3941555, -0.8722619], Expected: 1, Guessed: 1
[0.5733594, -0.29391098], Expected: 0, Guessed: 0
[-0.95958924, 0.22719479], Expected: 3, Guessed: 3
[0.18561435, 0.7955308], Expected: 1, Guessed: 2
[0.6912552, 0.35852778], Expected: 0, Guessed: 0
[0.8157786, -0.59862447], Expected: 0, Guessed: 0
[0.5988227, 0.7102779], Expected: 0, Guessed: 0
[0.7974565, 0.90592635], Expected: 2, Guessed: 2
[-0.80197835, 0.9241799], Expected: 3, Guessed: 3
[-0.6302469, -0.99203444], Expected: 3, Guessed: 1
[0.14267254, -0.34922647], Expected: 1, Guessed: 1
[0.277179, -0.6409091], Expected: 1, Guessed: 1
[-0.18669987, -0.5865605], Expected: 0, Guessed: 0
[-0.9844847, -0.90828836], Expected: 3, Guessed: 3
[0.4967866, 0.18035424], Expected: 1, Guessed: 1
[0.27591646, -0.11314523], Expected: 1, Guessed: 2
[0.05632627, 0.9741919], Expected: 2, Guessed: 2
[-0.27025568, -0.42462337], Expected: 0, Guessed: 0
[0.8400004, 0.43659818], Expected: 0, Guessed: 0
[-0.57787395, -0.8555633], Expected: 1, Guessed: 1
[0.02289021, 0.86203337], Expected: 2, Guessed: 2
[-0.7637979, -0.4486475], Expected: 1, Guessed: 1
[-0.47269487, 0.33329737], Expected: 0, Guessed: 0
[0.71694446, 0.45456386], Expected: 0, Guessed: 0
[0.38598037, 0.39491665], Expected: 1, Guessed: 1
[-0.90102446, -0.7119317], Expected: 3, Guessed: 3
[-0.047156096, 0.5128726], Expected: 3, Guessed: 0
[0.79395664, 0.8692131], Expected: 2, Guessed: 2
[-0.9447707, 0.36837745], Expected: 3, Guessed: 3
[0.5180507, 0.68429875], Expected: 0, Guessed: 0
[-0.8684473, 0.95434606], Expected: 3, Guessed: 3
[0.36814535, 0.29244268], Expected: 1, Guessed: 1
[-0.99794495, -0.7231375], Expected: 3, Guessed: 3
[0.7076533, -0.017773747], Expected: 2, Guessed: 2
[-0.6489297, -0.8424121], Expected: 1, Guessed: 1
[0.9507421, -0.6293262], Expected: 2, Guessed: 0
[0.71247554, 0.7901933], Expected: 0, Guessed: 0
[0.020989418, -0.58075213], Expected: 2, Guessed: 2
[0.98186886, 0.08431518], Expected: 2, Guessed: 2
[0.2211541, -0.8678262], Expected: 2, Guessed: 1
[-0.25285208, 0.85021806], Expected: 0, Guessed: 0
[-0.16927326, 0.6801611], Expected: 0, Guessed: 0
[-0.66761625, 0.10859299], Expected: 1, Guessed: 1
[-0.67590606, -0.054618955], Expected: 3, Guessed: 3
[0.9682652, -0.5187814], Expected: 2, Guessed: 0
[-0.4172454, 0.50550294], Expected: 0, Guessed: 0
[0.29725194, -0.8856528], Expected: 1, Guessed: 1
[-0.20050561, 0.26610267], Expected: 0, Guessed: 0
